Idx	myDate	Value	SMA	Distance	Account	Trend
1276	2004-11-22	0,00	0,00	0,0000	0,00	0
1277	2004-11-23	0,00	0,00	0,0000	0,00	0
1278	2004-11-24	0,00	0,00	0,0000	0,00	0
1279	2004-11-25	0,00	0,00	0,0000	0,00	0
1280	2004-11-26	0,00	0,00	0,0000	0,00	0
1281	2004-11-29	0,00	0,00	0,0000	0,00	0
1282	2004-11-30	0,00	0,00	0,0000	0,00	0
1283	2004-12-01	0,00	0,00	0,0000	0,00	0
1284	2004-12-02	0,00	0,00	0,0000	0,00	0
1285	2004-12-03	0,00	0,00	0,0000	0,00	0
1286	2004-12-06	0,00	0,00	0,0000	0,00	0
1287	2004-12-07	0,00	0,00	0,0000	0,00	0
1288	2004-12-08	0,00	0,00	0,0000	0,00	0
1289	2004-12-09	0,00	0,00	0,0000	0,00	0
1290	2004-12-10	0,00	0,00	0,0000	0,00	0
1291	2004-12-13	0,00	0,00	0,0000	0,00	0
1292	2004-12-14	0,00	0,00	0,0000	0,00	0
1293	2004-12-15	0,00	0,00	0,0000	0,00	0
1294	2004-12-16	0,00	0,00	0,0000	0,00	0
1295	2004-12-17	0,00	0,00	0,0000	0,00	0
1296	2004-12-20	0,00	0,00	0,0000	0,00	0
1297	2004-12-21	0,00	0,00	0,0000	0,00	0
1298	2004-12-22	0,00	0,00	0,0000	0,00	0
1299	2004-12-23	0,00	0,00	0,0000	0,00	0
1300	2004-12-24	0,00	0,00	0,0000	0,00	0
1301	2004-12-27	0,00	0,00	0,0000	0,00	0
1302	2004-12-28	0,00	0,00	0,0000	0,00	0
1303	2004-12-29	0,00	0,00	0,0000	0,00	0
1304	2004-12-30	0,00	0,00	0,0000	0,00	0
1305	2004-12-31	0,00	0,00	0,0000	0,00	0
1306	2005-01-03	0,00	0,00	0,0000	0,00	0
1307	2005-01-04	0,00	0,00	0,0000	0,00	0
1308	2005-01-05	0,00	0,00	0,0000	0,00	0
1309	2005-01-06	0,00	0,00	0,0000	0,00	0
1310	2005-01-07	0,00	0,00	0,0000	0,00	0
1311	2005-01-10	0,00	0,00	0,0000	0,00	0
1312	2005-01-11	0,00	0,00	0,0000	0,00	0
1313	2005-01-12	0,00	0,00	0,0000	0,00	0
1314	2005-01-13	0,00	0,00	0,0000	0,00	0
1315	2005-01-14	0,00	0,00	0,0000	0,00	0
1316	2005-01-17	0,00	0,00	0,0000	0,00	0
1317	2005-01-18	0,00	0,00	0,0000	0,00	0
1318	2005-01-19	0,00	0,00	0,0000	0,00	0
1319	2005-01-20	0,00	0,00	0,0000	0,00	0
1320	2005-01-21	0,00	0,00	0,0000	0,00	0
1321	2005-01-24	0,00	0,00	0,0000	0,00	0
1322	2005-01-25	0,00	0,00	0,0000	0,00	0
1323	2005-01-26	0,00	0,00	0,0000	0,00	0
1324	2005-01-27	0,00	0,00	0,0000	0,00	0
1325	2005-01-28	0,00	0,00	0,0000	0,00	0
1326	2005-01-31	0,00	0,00	0,0000	0,00	0
1327	2005-02-01	0,00	0,00	0,0000	0,00	0
1328	2005-02-02	0,00	0,00	0,0000	0,00	0
1329	2005-02-03	0,00	0,00	0,0000	0,00	0
1330	2005-02-04	0,00	0,00	0,0000	0,00	0
1331	2005-02-07	0,00	0,00	0,0000	0,00	0
1332	2005-02-08	0,00	0,00	0,0000	0,00	0
1333	2005-02-09	0,00	0,00	0,0000	0,00	0
1334	2005-02-10	0,00	0,00	0,0000	0,00	0
1335	2005-02-11	0,00	0,00	0,0000	0,00	0
1336	2005-02-14	0,00	0,00	0,0000	0,00	0
1337	2005-02-15	0,00	0,00	0,0000	0,00	0
1338	2005-02-16	0,00	0,00	0,0000	0,00	0
1339	2005-02-17	0,00	0,00	0,0000	0,00	0
1340	2005-02-18	0,00	0,00	0,0000	0,00	0
1341	2005-02-21	0,00	0,00	0,0000	0,00	0
1342	2005-02-22	0,00	0,00	0,0000	0,00	0
1343	2005-02-23	0,00	0,00	0,0000	0,00	0
1344	2005-02-24	0,00	0,00	0,0000	0,00	0
1345	2005-02-25	0,00	0,00	0,0000	0,00	0
1346	2005-02-28	0,00	0,00	0,0000	0,00	0
1347	2005-03-01	0,00	0,00	0,0000	0,00	0
1348	2005-03-02	0,00	0,00	0,0000	0,00	0
1349	2005-03-03	0,00	0,00	0,0000	0,00	0
1350	2005-03-04	0,00	0,00	0,0000	0,00	0
1351	2005-03-07	0,00	0,00	0,0000	0,00	0
1352	2005-03-08	0,00	0,00	0,0000	0,00	0
1353	2005-03-09	0,00	0,00	0,0000	0,00	0
1354	2005-03-10	0,00	0,00	0,0000	0,00	0
1355	2005-03-11	0,00	0,00	0,0000	0,00	0
1356	2005-03-14	0,00	0,00	0,0000	0,00	0
1357	2005-03-15	0,00	0,00	0,0000	0,00	0
1358	2005-03-16	0,00	0,00	0,0000	0,00	0
1359	2005-03-17	0,00	0,00	0,0000	0,00	0
1360	2005-03-18	0,00	0,00	0,0000	0,00	0
1361	2005-03-21	0,00	0,00	0,0000	0,00	0
1362	2005-03-22	0,00	0,00	0,0000	0,00	0
1363	2005-03-23	0,00	0,00	0,0000	0,00	0
1364	2005-03-24	0,00	0,00	0,0000	0,00	0
1365	2005-03-25	0,00	0,00	0,0000	0,00	0
1366	2005-03-28	0,00	0,00	0,0000	0,00	0
1367	2005-03-29	0,00	0,00	0,0000	0,00	0
1368	2005-03-30	0,00	0,00	0,0000	0,00	0
1369	2005-03-31	0,00	0,00	0,0000	0,00	0
1370	2005-04-01	0,00	0,00	0,0000	0,00	0
1371	2005-04-04	0,00	0,00	0,0000	0,00	0
1372	2005-04-05	0,00	0,00	0,0000	0,00	0
1373	2005-04-06	0,00	0,00	0,0000	0,00	0
1374	2005-04-07	0,00	0,00	0,0000	0,00	0
1375	2005-04-08	0,00	0,00	0,0000	0,00	0
1376	2005-04-11	0,00	0,00	0,0000	0,00	0
1377	2005-04-12	0,00	0,00	0,0000	0,00	0
1378	2005-04-13	0,00	0,00	0,0000	0,00	0
1379	2005-04-14	0,00	0,00	0,0000	0,00	0
1380	2005-04-15	0,00	0,00	0,0000	0,00	0
1381	2005-04-18	0,00	0,00	0,0000	0,00	0
1382	2005-04-19	0,00	0,00	0,0000	0,00	0
1383	2005-04-20	0,00	0,00	0,0000	0,00	0
1384	2005-04-21	0,00	0,00	0,0000	0,00	0
1385	2005-04-22	0,00	0,00	0,0000	0,00	0
1386	2005-04-25	0,00	0,00	0,0000	0,00	0
1387	2005-04-26	0,00	0,00	0,0000	0,00	0
1388	2005-04-27	0,00	0,00	0,0000	0,00	0
1389	2005-04-28	0,00	0,00	0,0000	0,00	0
1390	2005-04-29	0,00	0,00	0,0000	0,00	0
1391	2005-05-02	0,00	0,00	0,0000	0,00	0
1392	2005-05-03	0,00	0,00	0,0000	0,00	0
1393	2005-05-04	0,00	0,00	0,0000	0,00	0
1394	2005-05-05	0,00	0,00	0,0000	0,00	0
1395	2005-05-06	0,00	0,00	0,0000	0,00	0
1396	2005-05-09	0,00	0,00	0,0000	0,00	0
1397	2005-05-10	0,00	0,00	0,0000	0,00	0
1398	2005-05-11	0,00	0,00	0,0000	0,00	0
1399	2005-05-12	0,00	0,00	0,0000	0,00	0
1400	2005-05-13	0,00	0,00	0,0000	0,00	0
1401	2005-05-16	0,00	0,00	0,0000	0,00	0
1402	2005-05-17	0,00	0,00	0,0000	0,00	0
1403	2005-05-18	0,00	0,00	0,0000	0,00	0
1404	2005-05-19	0,00	0,00	0,0000	0,00	0
1405	2005-05-20	0,00	0,00	0,0000	0,00	0
1406	2005-05-23	0,00	0,00	0,0000	0,00	0
1407	2005-05-24	0,00	0,00	0,0000	0,00	0
1408	2005-05-25	0,00	0,00	0,0000	0,00	0
1409	2005-05-26	0,00	0,00	0,0000	0,00	0
1410	2005-05-27	0,00	0,00	0,0000	0,00	0
1411	2005-05-30	0,00	0,00	0,0000	0,00	0
1412	2005-05-31	0,00	0,00	0,0000	0,00	0
1413	2005-06-01	0,00	0,00	0,0000	0,00	0
1414	2005-06-02	0,00	0,00	0,0000	0,00	0
1415	2005-06-03	0,00	0,00	0,0000	0,00	0
1416	2005-06-06	0,00	0,00	0,0000	0,00	0
1417	2005-06-07	0,00	0,00	0,0000	0,00	0
1418	2005-06-08	0,00	0,00	0,0000	0,00	0
1419	2005-06-09	0,00	0,00	0,0000	0,00	0
1420	2005-06-10	0,00	0,00	0,0000	0,00	0
1421	2005-06-13	0,00	0,00	0,0000	0,00	0
1422	2005-06-14	0,00	0,00	0,0000	0,00	0
1423	2005-06-15	0,00	0,00	0,0000	0,00	0
1424	2005-06-16	0,00	0,00	0,0000	0,00	0
1425	2005-06-17	0,00	0,00	0,0000	0,00	0
1426	2005-06-20	0,00	0,00	0,0000	0,00	0
1427	2005-06-21	0,00	0,00	0,0000	0,00	0
1428	2005-06-22	0,00	0,00	0,0000	0,00	0
1429	2005-06-23	0,00	0,00	0,0000	0,00	0
1430	2005-06-24	0,00	0,00	0,0000	0,00	0
1431	2005-06-27	0,00	0,00	0,0000	0,00	0
1432	2005-06-28	0,00	0,00	0,0000	0,00	0
1433	2005-06-29	0,00	0,00	0,0000	0,00	0
1434	2005-06-30	0,00	0,00	0,0000	0,00	0
1435	2005-07-01	0,00	0,00	0,0000	0,00	0
1436	2005-07-04	0,00	0,00	0,0000	0,00	0
1437	2005-07-05	0,00	0,00	0,0000	0,00	0
1438	2005-07-06	0,00	0,00	0,0000	0,00	0
1439	2005-07-07	0,00	0,00	0,0000	0,00	0
1440	2005-07-08	0,00	0,00	0,0000	0,00	0
1441	2005-07-11	0,00	0,00	0,0000	0,00	0
1442	2005-07-12	0,00	0,00	0,0000	0,00	0
1443	2005-07-13	0,00	0,00	0,0000	0,00	0
1444	2005-07-14	0,00	0,00	0,0000	0,00	0
1445	2005-07-15	0,00	0,00	0,0000	0,00	0
1446	2005-07-18	0,00	0,00	0,0000	0,00	0
1447	2005-07-19	0,00	0,00	0,0000	0,00	0
1448	2005-07-20	0,00	0,00	0,0000	0,00	0
1449	2005-07-21	0,00	0,00	0,0000	0,00	0
1450	2005-07-22	0,00	0,00	0,0000	0,00	0
1451	2005-07-25	0,00	0,00	0,0000	0,00	0
1452	2005-07-26	0,00	0,00	0,0000	0,00	0
1453	2005-07-27	0,00	0,00	0,0000	0,00	0
1454	2005-07-28	0,00	0,00	0,0000	0,00	0
1455	2005-07-29	0,00	0,00	0,0000	0,00	0
1456	2005-08-01	0,00	0,00	0,0000	0,00	0
1457	2005-08-02	0,00	0,00	0,0000	0,00	0
1458	2005-08-03	0,00	0,00	0,0000	0,00	0
1459	2005-08-04	0,00	0,00	0,0000	0,00	0
1460	2005-08-05	0,00	0,00	0,0000	0,00	0
1461	2005-08-08	0,00	0,00	0,0000	0,00	0
1462	2005-08-09	0,00	0,00	0,0000	0,00	0
1463	2005-08-10	0,00	0,00	0,0000	0,00	0
1464	2005-08-11	0,00	0,00	0,0000	0,00	0
1465	2005-08-12	0,00	0,00	0,0000	0,00	0
1466	2005-08-15	0,00	0,00	0,0000	0,00	0
1467	2005-08-16	0,00	0,00	0,0000	0,00	0
1468	2005-08-17	0,00	0,00	0,0000	0,00	0
1469	2005-08-18	0,00	0,00	0,0000	0,00	0
1470	2005-08-19	0,00	0,00	0,0000	0,00	0
1471	2005-08-22	0,00	0,00	0,0000	0,00	0
1472	2005-08-23	0,00	0,00	0,0000	0,00	0
1473	2005-08-24	0,00	0,00	0,0000	0,00	0
1474	2005-08-25	0,00	0,00	0,0000	0,00	0
1475	2005-08-26	0,00	0,00	0,0000	0,00	0
1476	2005-08-29	0,00	0,00	0,0000	0,00	0
1477	2005-08-30	0,00	0,00	0,0000	0,00	0
1478	2005-08-31	0,00	0,00	0,0000	0,00	0
1479	2005-09-01	0,00	0,00	0,0000	0,00	0
1480	2005-09-02	0,00	0,00	0,0000	0,00	0
1481	2005-09-05	0,00	0,00	0,0000	0,00	0
1482	2005-09-06	0,00	0,00	0,0000	0,00	0
1483	2005-09-07	0,00	0,00	0,0000	0,00	0
1484	2005-09-08	0,00	0,00	0,0000	0,00	0
1485	2005-09-09	0,00	0,00	0,0000	0,00	0
1486	2005-09-12	0,00	0,00	0,0000	0,00	0
1487	2005-09-13	0,00	0,00	0,0000	0,00	0
1488	2005-09-14	0,00	0,00	0,0000	0,00	0
1489	2005-09-15	0,00	0,00	0,0000	0,00	0
1490	2005-09-16	0,00	0,00	0,0000	0,00	0
1491	2005-09-19	0,00	0,00	0,0000	0,00	0
1492	2005-09-20	0,00	0,00	0,0000	0,00	0
1493	2005-09-21	0,00	0,00	0,0000	0,00	0
1494	2005-09-22	0,00	0,00	0,0000	0,00	0
1495	2005-09-23	0,00	0,00	0,0000	0,00	0
1496	2005-09-26	0,00	0,00	0,0000	0,00	0
1497	2005-09-27	0,00	0,00	0,0000	0,00	0
1498	2005-09-28	0,00	0,00	0,0000	0,00	0
1499	2005-09-29	0,00	0,00	0,0000	0,00	0
1500	2005-09-30	0,00	0,00	0,0000	0,00	0
1501	2005-10-03	0,00	0,00	0,0000	0,00	0
1502	2005-10-04	0,00	0,00	0,0000	0,00	0
1503	2005-10-05	0,00	0,00	0,0000	0,00	0
1504	2005-10-06	0,00	0,00	0,0000	0,00	0
1505	2005-10-07	0,00	0,00	0,0000	0,00	0
1506	2005-10-10	0,00	0,00	0,0000	0,00	0
1507	2005-10-11	0,00	0,00	0,0000	0,00	0
1508	2005-10-12	0,00	0,00	0,0000	0,00	0
1509	2005-10-13	0,00	0,00	0,0000	0,00	0
1510	2005-10-14	0,00	0,00	0,0000	0,00	0
1511	2005-10-17	0,00	0,00	0,0000	0,00	0
1512	2005-10-18	0,00	0,00	0,0000	0,00	0
1513	2005-10-19	0,00	0,00	0,0000	0,00	0
1514	2005-10-20	0,00	0,00	0,0000	0,00	0
1515	2005-10-21	0,00	0,00	0,0000	0,00	0
1516	2005-10-24	0,00	0,00	0,0000	0,00	0
1517	2005-10-25	0,00	0,00	0,0000	0,00	0
1518	2005-10-26	0,00	0,00	0,0000	0,00	0
1519	2005-10-27	0,00	0,00	0,0000	0,00	0
1520	2005-10-28	0,00	0,00	0,0000	0,00	0
1521	2005-10-31	0,00	0,00	0,0000	0,00	0
1522	2005-11-01	0,00	0,00	0,0000	0,00	0
1523	2005-11-02	0,00	0,00	0,0000	0,00	0
1524	2005-11-03	0,00	0,00	0,0000	0,00	0
1525	2005-11-04	0,00	0,00	0,0000	0,00	0
1526	2005-11-07	0,00	0,00	0,0000	0,00	0
1527	2005-11-08	0,00	0,00	0,0000	0,00	0
1528	2005-11-09	0,00	0,00	0,0000	0,00	0
1529	2005-11-10	0,00	0,00	0,0000	0,00	0
1530	2005-11-11	0,00	0,00	0,0000	0,00	0
1531	2005-11-14	0,00	0,00	0,0000	0,00	0
1532	2005-11-15	0,00	0,00	0,0000	0,00	0
1533	2005-11-16	0,00	0,00	0,0000	0,00	0
1534	2005-11-17	0,00	0,00	0,0000	0,00	0
1535	2005-11-18	0,00	0,00	0,0000	0,00	0
1536	2005-11-21	0,00	0,00	0,0000	0,00	0
1537	2005-11-22	0,00	0,00	0,0000	0,00	0
1538	2005-11-23	0,00	0,00	0,0000	0,00	0
1539	2005-11-24	0,00	0,00	0,0000	0,00	0
1540	2005-11-25	0,00	0,00	0,0000	0,00	0
1541	2005-11-28	0,00	0,00	0,0000	0,00	0
1542	2005-11-29	0,00	0,00	0,0000	0,00	0
1543	2005-11-30	0,00	0,00	0,0000	0,00	0
1544	2005-12-01	0,00	0,00	0,0000	0,00	0
1545	2005-12-02	0,00	0,00	0,0000	0,00	0
1546	2005-12-05	0,00	0,00	0,0000	0,00	0
1547	2005-12-06	0,00	0,00	0,0000	0,00	0
1548	2005-12-07	0,00	0,00	0,0000	0,00	0
1549	2005-12-08	0,00	0,00	0,0000	0,00	0
1550	2005-12-09	0,00	0,00	0,0000	0,00	0
1551	2005-12-12	0,00	0,00	0,0000	0,00	0
1552	2005-12-13	0,00	0,00	0,0000	0,00	0
1553	2005-12-14	0,00	0,00	0,0000	0,00	0
1554	2005-12-15	0,00	0,00	0,0000	0,00	0
1555	2005-12-16	0,00	0,00	0,0000	0,00	0
1556	2005-12-19	0,00	0,00	0,0000	0,00	0
1557	2005-12-20	0,00	0,00	0,0000	0,00	0
1558	2005-12-21	0,00	0,00	0,0000	0,00	0
1559	2005-12-22	0,00	0,00	0,0000	0,00	0
1560	2005-12-23	0,00	0,00	0,0000	0,00	0
1561	2005-12-26	0,00	0,00	0,0000	0,00	0
1562	2005-12-27	0,00	0,00	0,0000	0,00	0
1563	2005-12-28	0,00	0,00	0,0000	0,00	0
1564	2005-12-29	0,00	0,00	0,0000	0,00	0
1565	2005-12-30	0,00	0,00	0,0000	0,00	0
1566	2006-01-02	0,00	0,00	0,0000	0,00	0
1567	2006-01-03	0,00	0,00	0,0000	0,00	0
1568	2006-01-04	0,00	0,00	0,0000	0,00	0
1569	2006-01-05	0,00	0,00	0,0000	0,00	0
1570	2006-01-06	0,00	0,00	0,0000	0,00	0
1571	2006-01-09	0,00	0,00	0,0000	0,00	0
1572	2006-01-10	0,00	0,00	0,0000	0,00	0
1573	2006-01-11	0,00	0,00	0,0000	0,00	0
1574	2006-01-12	0,00	0,00	0,0000	0,00	0
1575	2006-01-13	0,00	0,00	0,0000	0,00	0
1576	2006-01-16	0,00	0,00	0,0000	0,00	0
1577	2006-01-17	0,00	0,00	0,0000	0,00	0
1578	2006-01-18	0,00	0,00	0,0000	0,00	0
1579	2006-01-19	0,00	0,00	0,0000	0,00	0
1580	2006-01-20	0,00	0,00	0,0000	0,00	0
1581	2006-01-23	0,00	0,00	0,0000	0,00	0
1582	2006-01-24	0,00	0,00	0,0000	0,00	0
1583	2006-01-25	0,00	0,00	0,0000	0,00	0
1584	2006-01-26	0,00	0,00	0,0000	0,00	0
1585	2006-01-27	0,00	0,00	0,0000	0,00	0
1586	2006-01-30	0,00	0,00	0,0000	0,00	0
1587	2006-01-31	0,00	0,00	0,0000	0,00	0
1588	2006-02-01	0,00	0,00	0,0000	0,00	0
1589	2006-02-02	0,00	0,00	0,0000	0,00	0
1590	2006-02-03	0,00	0,00	0,0000	0,00	0
1591	2006-02-06	0,00	0,00	0,0000	0,00	0
1592	2006-02-07	0,00	0,00	0,0000	0,00	0
1593	2006-02-08	0,00	0,00	0,0000	0,00	0
1594	2006-02-09	0,00	0,00	0,0000	0,00	0
1595	2006-02-10	0,00	0,00	0,0000	0,00	0
1596	2006-02-13	0,00	0,00	0,0000	0,00	0
1597	2006-02-14	0,00	0,00	0,0000	0,00	0
1598	2006-02-15	0,00	0,00	0,0000	0,00	0
1599	2006-02-16	0,00	0,00	0,0000	0,00	0
1600	2006-02-17	0,00	0,00	0,0000	0,00	0
1601	2006-02-20	0,00	0,00	0,0000	0,00	0
1602	2006-02-21	0,00	0,00	0,0000	0,00	0
1603	2006-02-22	0,00	0,00	0,0000	0,00	0
1604	2006-02-23	0,00	0,00	0,0000	0,00	0
1605	2006-02-24	0,00	0,00	0,0000	0,00	0
1606	2006-02-27	0,00	0,00	0,0000	0,00	0
1607	2006-02-28	0,00	0,00	0,0000	0,00	0
1608	2006-03-01	0,00	0,00	0,0000	0,00	0
1609	2006-03-02	0,00	0,00	0,0000	0,00	0
1610	2006-03-03	0,00	0,00	0,0000	0,00	0
1611	2006-03-06	0,00	0,00	0,0000	0,00	0
1612	2006-03-07	0,00	0,00	0,0000	0,00	0
1613	2006-03-08	0,00	0,00	0,0000	0,00	0
1614	2006-03-09	0,00	0,00	0,0000	0,00	0
1615	2006-03-10	0,00	0,00	0,0000	0,00	0
1616	2006-03-13	0,00	0,00	0,0000	0,00	0
1617	2006-03-14	0,00	0,00	0,0000	0,00	0
1618	2006-03-15	0,00	0,00	0,0000	0,00	0
1619	2006-03-16	0,00	0,00	0,0000	0,00	0
1620	2006-03-17	0,00	0,00	0,0000	0,00	0
1621	2006-03-20	0,00	0,00	0,0000	0,00	0
1622	2006-03-21	0,00	0,00	0,0000	0,00	0
1623	2006-03-22	0,00	0,00	0,0000	0,00	0
1624	2006-03-23	0,00	0,00	0,0000	0,00	0
1625	2006-03-24	0,00	0,00	0,0000	0,00	0
1626	2006-03-27	0,00	0,00	0,0000	0,00	0
1627	2006-03-28	0,00	0,00	0,0000	0,00	0
1628	2006-03-29	0,00	0,00	0,0000	0,00	0
1629	2006-03-30	0,00	0,00	0,0000	0,00	0
1630	2006-03-31	0,00	0,00	0,0000	0,00	0
1631	2006-04-03	0,00	0,00	0,0000	0,00	0
1632	2006-04-04	0,00	0,00	0,0000	0,00	0
1633	2006-04-05	0,00	0,00	0,0000	0,00	0
1634	2006-04-06	0,00	0,00	0,0000	0,00	0
1635	2006-04-07	0,00	0,00	0,0000	0,00	0
1636	2006-04-10	0,00	0,00	0,0000	0,00	0
1637	2006-04-11	0,00	0,00	0,0000	0,00	0
1638	2006-04-12	0,00	0,00	0,0000	0,00	0
1639	2006-04-13	0,00	0,00	0,0000	0,00	0
1640	2006-04-14	0,00	0,00	0,0000	0,00	0
1641	2006-04-17	0,00	0,00	0,0000	0,00	0
1642	2006-04-18	0,00	0,00	0,0000	0,00	0
1643	2006-04-19	0,00	0,00	0,0000	0,00	0
1644	2006-04-20	0,00	0,00	0,0000	0,00	0
1645	2006-04-21	0,00	0,00	0,0000	0,00	0
1646	2006-04-24	0,00	0,00	0,0000	0,00	0
1647	2006-04-25	0,00	0,00	0,0000	0,00	0
1648	2006-04-26	0,00	0,00	0,0000	0,00	0
1649	2006-04-27	0,00	0,00	0,0000	0,00	0
1650	2006-04-28	0,00	0,00	0,0000	0,00	0
1651	2006-05-01	0,00	0,00	0,0000	0,00	0
1652	2006-05-02	0,00	0,00	0,0000	0,00	0
1653	2006-05-03	0,00	0,00	0,0000	0,00	0
1654	2006-05-04	0,00	0,00	0,0000	0,00	0
1655	2006-05-05	0,00	0,00	0,0000	0,00	0
1656	2006-05-08	0,00	0,00	0,0000	0,00	0
1657	2006-05-09	0,00	0,00	0,0000	0,00	0
1658	2006-05-10	0,00	0,00	0,0000	0,00	0
1659	2006-05-11	0,00	0,00	0,0000	0,00	0
1660	2006-05-12	0,00	0,00	0,0000	0,00	0
1661	2006-05-15	0,00	0,00	0,0000	0,00	0
1662	2006-05-16	0,00	0,00	0,0000	0,00	0
1663	2006-05-17	0,00	0,00	0,0000	0,00	0
1664	2006-05-18	0,00	0,00	0,0000	0,00	0
1665	2006-05-19	0,00	0,00	0,0000	0,00	0
1666	2006-05-22	0,00	0,00	0,0000	0,00	0
1667	2006-05-23	0,00	0,00	0,0000	0,00	0
1668	2006-05-24	0,00	0,00	0,0000	0,00	0
1669	2006-05-25	0,00	0,00	0,0000	0,00	0
1670	2006-05-26	0,00	0,00	0,0000	0,00	0
1671	2006-05-29	0,00	0,00	0,0000	0,00	0
1672	2006-05-30	0,00	0,00	0,0000	0,00	0
1673	2006-05-31	0,00	0,00	0,0000	0,00	0
1674	2006-06-01	0,00	0,00	0,0000	0,00	0
1675	2006-06-02	0,00	0,00	0,0000	0,00	0
1676	2006-06-05	0,00	0,00	0,0000	0,00	0
1677	2006-06-06	0,00	0,00	0,0000	0,00	0
1678	2006-06-07	0,00	0,00	0,0000	0,00	0
1679	2006-06-08	0,00	0,00	0,0000	0,00	0
1680	2006-06-09	0,00	0,00	0,0000	0,00	0
1681	2006-06-12	0,00	0,00	0,0000	0,00	0
1682	2006-06-13	0,00	0,00	0,0000	0,00	0
1683	2006-06-14	0,00	0,00	0,0000	0,00	0
1684	2006-06-15	0,00	0,00	0,0000	0,00	0
1685	2006-06-16	0,00	0,00	0,0000	0,00	0
1686	2006-06-19	0,00	0,00	0,0000	0,00	0
1687	2006-06-20	0,00	0,00	0,0000	0,00	0
1688	2006-06-21	0,00	0,00	0,0000	0,00	0
1689	2006-06-22	0,00	0,00	0,0000	0,00	0
1690	2006-06-23	0,00	0,00	0,0000	0,00	0
1691	2006-06-26	0,00	0,00	0,0000	0,00	0
1692	2006-06-27	0,00	0,00	0,0000	0,00	0
1693	2006-06-28	0,00	0,00	0,0000	0,00	0
1694	2006-06-29	0,00	0,00	0,0000	0,00	0
1695	2006-06-30	0,00	0,00	0,0000	0,00	0
1696	2006-07-03	0,00	0,00	0,0000	0,00	0
1697	2006-07-04	0,00	0,00	0,0000	0,00	0
1698	2006-07-05	0,00	0,00	0,0000	0,00	0
1699	2006-07-06	0,00	0,00	0,0000	0,00	0
1700	2006-07-07	0,00	0,00	0,0000	0,00	0
1701	2006-07-10	0,00	0,00	0,0000	0,00	0
1702	2006-07-11	0,00	0,00	0,0000	0,00	0
1703	2006-07-12	0,00	0,00	0,0000	0,00	0
1704	2006-07-13	0,00	0,00	0,0000	0,00	0
1705	2006-07-14	0,00	0,00	0,0000	0,00	0
1706	2006-07-17	0,00	0,00	0,0000	0,00	0
1707	2006-07-18	0,00	0,00	0,0000	0,00	0
1708	2006-07-19	0,00	0,00	0,0000	0,00	0
1709	2006-07-20	0,00	0,00	0,0000	0,00	0
1710	2006-07-21	0,00	0,00	0,0000	0,00	0
1711	2006-07-24	0,00	0,00	0,0000	0,00	0
1712	2006-07-25	0,00	0,00	0,0000	0,00	0
1713	2006-07-26	0,00	0,00	0,0000	0,00	0
1714	2006-07-27	0,00	0,00	0,0000	0,00	0
1715	2006-07-28	0,00	0,00	0,0000	0,00	0
1716	2006-07-31	0,00	0,00	0,0000	0,00	0
1717	2006-08-01	0,00	0,00	0,0000	0,00	0
1718	2006-08-02	0,00	0,00	0,0000	0,00	0
1719	2006-08-03	0,00	0,00	0,0000	0,00	0
1720	2006-08-04	0,00	0,00	0,0000	0,00	0
1721	2006-08-07	0,00	0,00	0,0000	0,00	0
1722	2006-08-08	0,00	0,00	0,0000	0,00	0
1723	2006-08-09	0,00	0,00	0,0000	0,00	0
1724	2006-08-10	0,00	0,00	0,0000	0,00	0
1725	2006-08-11	0,00	0,00	0,0000	0,00	0
1726	2006-08-14	0,00	0,00	0,0000	0,00	0
1727	2006-08-15	0,00	0,00	0,0000	0,00	0
1728	2006-08-16	0,00	0,00	0,0000	0,00	0
1729	2006-08-17	0,00	0,00	0,0000	0,00	0
1730	2006-08-18	0,00	0,00	0,0000	0,00	0
1731	2006-08-21	0,00	0,00	0,0000	0,00	0
1732	2006-08-22	0,00	0,00	0,0000	0,00	0
1733	2006-08-23	0,00	0,00	0,0000	0,00	0
1734	2006-08-24	0,00	0,00	0,0000	0,00	0
1735	2006-08-25	0,00	0,00	0,0000	0,00	0
1736	2006-08-28	0,00	0,00	0,0000	0,00	0
1737	2006-08-29	0,00	0,00	0,0000	0,00	0
1738	2006-08-30	0,00	0,00	0,0000	0,00	0
1739	2006-08-31	0,00	0,00	0,0000	0,00	0
1740	2006-09-01	0,00	0,00	0,0000	0,00	0
1741	2006-09-04	0,00	0,00	0,0000	0,00	0
1742	2006-09-05	0,00	0,00	0,0000	0,00	0
1743	2006-09-06	0,00	0,00	0,0000	0,00	0
1744	2006-09-07	0,00	0,00	0,0000	0,00	0
1745	2006-09-08	0,00	0,00	0,0000	0,00	0
1746	2006-09-11	0,00	0,00	0,0000	0,00	0
1747	2006-09-12	0,00	0,00	0,0000	0,00	0
1748	2006-09-13	0,00	0,00	0,0000	0,00	0
1749	2006-09-14	0,00	0,00	0,0000	0,00	0
1750	2006-09-15	0,00	0,00	0,0000	0,00	0
1751	2006-09-18	0,00	0,00	0,0000	0,00	0
1752	2006-09-19	0,00	0,00	0,0000	0,00	0
1753	2006-09-20	0,00	0,00	0,0000	0,00	0
1754	2006-09-21	0,00	0,00	0,0000	0,00	0
1755	2006-09-22	0,00	0,00	0,0000	0,00	0
1756	2006-09-25	0,00	0,00	0,0000	0,00	0
