Max1: 101  1,20630105400153
1	0
2	0,653652205175207
3	0,993578742067101
4	1,01829735716415
5	0,999600648842814
6	0,996255187496705
7	1,02690158521426
8	1,07429443552901
9	1,10256524054326
10	1,10389230592211
11	1,10342307180164
12	1,12363097132661
13	1,13555124278154
14	1,15273155426576
15	1,14184498827898
16	1,14210230860556
17	1,12311162097509
18	1,12498485313579
19	1,14585452230697
20	1,15259027334289
21	1,16676529026268
22	1,13316263347888
23	1,11260771229837
24	1,07161863170472
25	1,06097769929483
26	1,05621496218735
27	1,05249939861233
28	1,04370468536426
29	1,03607253777243
30	1,02834358001337
31	1,03468634383332
32	1,04271425255734
33	1,06255343589533
34	1,09209047396236
35	1,11151394273295
36	1,13146075513541
37	1,13328645694418
38	1,157812826768
39	1,16242926903134
40	1,17217216114692
41	1,17697527956741
42	1,19660474580382
43	1,19879154490656
44	1,17746600606095
45	1,1520068521405
46	1,1252974650727
47	1,11330282920222
48	1,10077494964446
49	1,09834068751328
50	1,09584946146329
51	1,09262821299554
52	1,08723133181566
53	1,0893615656913
54	1,10103887374489
55	1,11271618179849
56	1,11686637479656
57	1,11137688721513
58	1,12756974972338
59	1,14376261223162
60	1,16544496232131
61	1,16544496232131
62	1,16544496232131
63	1,16544496232131
64	1,16349537894869
65	1,16154579557607
66	1,15959621220346
67	1,16453689355575
68	1,16947757490805
69	1,17441825626034
70	1,17441825626034
71	1,17441825626034
72	1,17441825626034
73	1,17590651003035
74	1,17739476380037
75	1,17888301757038
76	1,16545831788042
77	1,15203361819046
78	1,1386089185005
79	1,1386089185005
80	1,14378884560778
81	1,14896877271507
82	1,15414869982236
83	1,15414869982236
84	1,16907303645799
85	1,18399737309363
86	1,19892170972926
87	1,19892170972926
88	1,19892170972926
89	1,19136275004673
90	1,18586983318539
91	1,18284283840095
92	1,18737480329903
93	1,19177347511188
94	1,18473040760111
95	1,1850383918507
96	1,18341362636435
97	1,19526087436618
98	1,19975707060764
99	1,19230325043671
100	1,19298584615418
101	1,19333110936215
102	1,18181314782234
103	1,15766257415266
104	1,12878849238456
105	1,12731010069155
106	1,12713394900931
107	1,13257674079676
108	1,11491424420649
109	1,09594950760545
110	1,08179657184964
111	1,09255947265893
112	1,10885335384489
113	1,11977733132386
114	1,10713286364635
115	1,08895741559215
116	1,07078196753796
117	1,07078196753796
118	1,07078196753796
119	1,07078196753796
120	1,07612371187321
121	1,08146545620846
122	1,08680720054371
123	1,08680720054371
124	1,08680720054371
125	1,09497008541885
126	1,10313297029399
127	1,11129585516913
128	1,11129585516913
129	1,11129585516913
130	1,11129585516913
131	1,11129585516913
132	1,11129585516913
133	1,11129585516913
134	1,11129585516913
135	1,10313297029399
136	1,09497008541885
137	1,08680720054371
138	1,08680720054371
139	1,08680720054371
140	1,08146545620846
141	1,07838231521401
142	1,07529917421956
143	1,07755777756036
144	1,07755777756036
145	1,08311987060156
146	1,07896003507236
147	1,07480019954315
148	1,06507827097274
149	1,06507827097274
150	1,06507827097274
151	1,06507827097274
152	1,06507827097274
153	1,06507827097274
154	1,06507827097274
155	1,06507827097274
156	1,06507827097274
157	1,07307795233722
158	1,08107763370169
159	1,08907731506616
160	1,08907731506616
161	1,08907731506616
162	1,08907731506616
163	1,08907731506616
164	1,08907731506616
165	1,08907731506616
166	1,08907731506616
167	1,08907731506616
168	1,08907731506616
169	1,08907731506616
170	1,08907731506616
171	1,08907731506616
172	1,08907731506616
173	1,08907731506616
174	1,08907731506616
175	1,08907731506616
176	1,08907731506616
177	1,08907731506616
178	1,08907731506616
179	1,08907731506616
180	1,08907731506616
181	1,08907731506616
182	1,08907731506616
183	1,08907731506616
184	1,08907731506616
185	1,08907731506616
186	1,08907731506616
187	1,08907731506616
188	1,08372441293642
189	1,07837151080669
190	1,0577190109662
191	1,04241941325545
192	1,02711981554471
193	1,02711981554471
194	1,02711981554471
195	1,0225100059285
196	1,0179001963123
197	1,0179001963123
198	1,0225100059285
199	1,02711981554471
200	0
