Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2011-05-27;0,27;0,27;0,27;0,27;1.000;270
2011-05-25;0,27;0,27;0,27;0,27;2.000;540
2011-05-24;0,27;0,27;0,27;0,27;1.200;324
2011-05-23;0,35;0,35;0,35;0,35;1.666;583
2011-05-20;0,33;0,33;0,33;0,33;300;99
2011-05-17;0,27;0,27;0,27;0,27;1.490;402
2011-05-12;0,281;0,281;0,281;0,281;890;250
2011-05-10;0,28;0,28;0,28;0,28;110;31
2011-05-04;0,352;0,352;0,352;0,352;200;70
2011-04-28;0,32;0,32;0,32;0,32;40;13
2011-04-26;0,28;0,28;0,28;0,28;300;84
2011-04-21;0,28;0,28;0,28;0,28;250;70
2011-04-19;0,352;0,352;0,352;0,352;650;229
2011-04-18;0,32;0,32;0,32;0,32;1.900;608
2011-04-13;0,36;0,36;0,36;0,36;300;108
2011-04-01;0,40;0,40;0,40;0,40;5.000;2.000
2011-03-31; ; ; ;0,01;0;0
2011-03-30;0,38;0,38;0,38;0,38;2.266;861
2011-03-28;0,38;0,38;0,38;0,38;4.940;1.877
2011-03-25; ; ; ;0,311;0;0
2011-03-24;0,33;0,33;0,33;0,33;260;86
2011-03-23;0,38;0,38;0,38;0,38;10;4
2011-03-21;0,35;0,35;0,35;0,35;10.000;3.500
2011-03-18; ; ; ;0,10;0;0
2011-03-17;0,35;0,35;0,35;0,35;548;192
2011-03-16;0,32;0,32;0,32;0,32;600;192
2011-03-15;0,30;0,30;0,30;0,30;4.050;1.215
2011-03-11;0,389;0,389;0,389;0,389;15.200;5.913
2011-03-10;0,35;0,35;0,35;0,35;7.550;2.643
2011-03-09;0,36;0,36;0,36;0,36;30.000;10.800
2011-03-04;0,445;0,445;0,445;0,445;200;89
2011-03-03; ; ; ;0,05;0;0
2011-03-02;0,446;0,446;0,446;0,446;4.025;1.795
2011-02-28;0,46;0,46;0,46;0,46;1.975;909
2011-02-25; ; ; ;0,488;0;0
2011-02-24;0,45;0,45;0,45;0,45;30;14
2011-02-23;0,44;0,44;0,44;0,44;3.000;1.320
2011-02-22;0,50;0,50;0,50;0,50;1.950;975
2011-02-21;0,50;0,50;0,50;0,50;1.000;500
2011-02-18;0,49;0,49;0,49;0,49;7.500;3.675
2011-02-17;0,50;0,50;0,50;0,50;1.200;600
2011-02-15;0,45;0,45;0,45;0,45;2.000;900
2011-02-11;0,48;0,48;0,48;0,48;1.000;480
2011-02-10;0,50;0,50;0,50;0,50;4.377;2.189
2011-02-07;0,53;0,53;0,53;0,53;10.900;5.777
2011-02-04; ; ; ;0,55;0;0
2011-02-03;0,512;0,512;0,512;0,512;150;77
2011-02-02;0,511;0,511;0,511;0,511;2.150;1.099
2011-01-28;0,53;0,53;0,53;0,53;1.600;848
2011-01-24;0,51;0,51;0,51;0,51;2.675;1.364
2011-01-20;0,53;0,53;0,53;0,53;1.000;530
2011-01-19;0,512;0,512;0,512;0,512;4.260;2.181
2011-01-18;0,512;0,512;0,512;0,512;1.115;571
2011-01-17;0,54;0,54;0,54;0,54;10.300;5.562
2011-01-13;0,55;0,55;0,55;0,55;100;55
2011-01-12;0,53;0,53;0,53;0,53;1.000;530
2011-01-11;0,50;0,50;0,50;0,50;830;415
2011-01-10;0,55;0,55;0,55;0,55;170;94
