Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2011-05-20;0,081;0,081;0,081;0,081;18.000;1.458
2011-04-28;0,105;0,105;0,105;0,105;15.746;1.653
2011-04-27;0,07;0,07;0,07;0,07;23.400;1.638
2011-04-13;0,07;0,07;0,07;0,07;500;35
2011-04-12;0,07;0,07;0,07;0,07;1.300;91
2011-02-17;0,112;0,112;0,112;0,112;660;74
2011-02-15;0,112;0,112;0,112;0,112;660;74
2011-02-10;0,112;0,112;0,112;0,112;500;56
2011-02-01;0,112;0,112;0,112;0,112;12;1
2011-01-19;0,12;0,12;0,12;0,12;1.000;120
2011-01-07;0,12;0,12;0,12;0,12;690;83
2011-01-04;0,12;0,12;0,12;0,12;1.000;120
2010-12-27;0,101;0,101;0,101;0,101;33.538;3.387
2010-12-14;0,125;0,125;0,125;0,125;4.100;513
2010-11-23;0,15;0,15;0,15;0,15;122;18
2010-11-15;0,15;0,15;0,15;0,15;3.000;450
2010-11-08;0,15;0,15;0,15;0,15;27.730;4.160
2010-09-10;0,11;0,11;0,11;0,11;200;22
2010-08-05;0,17;0,17;0,17;0,17;1.483;252
2010-07-27;0,133;0,133;0,133;0,133;1.902;253
2010-07-16;0,102;0,102;0,102;0,102;1.200;122
2010-07-13;0,102;0,102;0,102;0,102;990;101
2010-07-08;0,102;0,102;0,102;0,102;30;3
2010-06-17;0,102;0,102;0,102;0,102;98;10
2010-05-20;0,116;0,116;0,116;0,116;330;38
2010-05-11;0,14;0,14;0,14;0,14;4.501;630
2010-05-03;0,118;0,118;0,118;0,118;576;68
2010-04-29;0,13;0,13;0,13;0,13;17.000;2.210
2010-04-19;0,128;0,128;0,128;0,128;500;64
2010-04-15;0,169;0,17;0,107;0,127;50.500;6.414
2010-04-01;0,106;0,106;0,106;0,106;451;48
2010-03-30;0,18;0,18;0,18;0,18;100;18
2010-03-25;0,18;0,18;0,18;0,18;624;112
2010-03-24;0,17;0,17;0,17;0,17;580;99
2010-03-22;0,15;0,15;0,15;0,15;100;15
2010-03-19;0,15;0,16;0,15;0,15;4.650;698
2010-03-18;0,135;0,135;0,135;0,135;14.146;1.910
2010-02-26;0,11;0,11;0,11;0,11;2;0
2010-02-24;0,14;0,14;0,14;0,14;2;0
2010-02-18;0,097;0,097;0,097;0,097;300;29
2010-02-17;0,093;0,093;0,093;0,093;905;84
2010-02-15;0,092;0,14;0,092;0,14;1.333;187
2010-02-09;0,135;0,15;0,106;0,15;1.653;248
2010-02-04;0,148;0,15;0,148;0,15;3.500;525
2010-01-14;0,148;0,148;0,148;0,148;350;52
2010-01-12;0,123;0,123;0,123;0,123;11;1
2010-01-06;0,148;0,148;0,148;0,148;1;0
2010-01-05;0,124;0,124;0,124;0,124;1.000;124
2009-12-30;0,147;0,147;0,147;0,147;307;45
2009-12-28;0,125;0,125;0,125;0,125;88;11
2009-12-11;0,13;0,13;0,13;0,13;199;26
2009-12-07;0,13;0,13;0,13;0,13;801;104
2009-12-03;0,13;0,13;0,13;0,13;2.000;260
2009-12-02;0,13;0,13;0,13;0,13;2.629;342
2009-12-01;0,13;0,13;0,13;0,13;2.000;260
2009-11-13;0,132;0,132;0,132;0,132;1.500;198
2009-11-12;0,132;0,132;0,132;0,132;1.500;198
2009-11-11;0,132;0,132;0,132;0,132;110;15
2009-11-10; ; ; ;0,133;0;0
2009-11-09;0,14; ; ;0,14;0;0
2009-11-06;0,14; ; ;0,14;0;0
2009-11-05;0,18; ; ;0,18;0;0
2009-11-04;0,126; ; ;0,126;0;0
2009-11-03;0,125; ; ;0,125;0;0
2009-11-02; ; ; ;0,17;0;0
2009-10-30;0,16;0,17;0,16;0,17;18.329;3.116
2009-10-29;0,16;0,16;0,15;0,15;10.900;1.635
2009-10-28;0,139;0,16;0,139;0,16;7.600;1.216
2009-10-27;0,141; ; ;0,141;0;0
2009-10-26; ; ; ;0,141;0;0
2009-10-23;0,15; ; ;0,15;0;0
2009-10-22;0,15;0,15;0,15;0,15;200;30
2009-10-21;0,165;0,17;0,165;0,17;6.771;1.151
2009-10-20;0,15; ; ;0,15;0;0
2009-10-19;0,17;0,17;0,15;0,15;1.300;195
2009-10-16;0,16;0,17;0,16;0,17;1.500;255
2009-10-15;0,14; ; ;0,14;0;0
2009-10-14;0,18; ; ;0,18;0;0
2009-10-13;0,18;0,18;0,18;0,18;2.500;450
2009-10-12;0,15; ; ;0,15;0;0
2009-10-09;0,15; ; ;0,15;0;0
2009-10-08;0,13; ; ;0,13;0;0
2009-10-07;0,15; ; ;0,15;0;0
2009-10-06;0,15; ; ;0,15;0;0
2009-10-05;0,15; ; ;0,15;0;0
2009-10-02;0,15;0,15;0,15;0,15;2.700;405
2009-10-01; ; ; ;0,152;0;0
2009-09-30;0,15; ; ;0,15;0;0
2009-09-29;0,16; ; ;0,16;0;0
2009-09-28;0,16;0,16;0,16;0,16;428;68
2009-09-25;0,16;0,16;0,16;0,16;3.297;528
2009-09-24;0,16; ; ;0,16;0;0
2009-09-23;0,17;0,17;0,16;0,16;19.600;3.136
2009-09-22;0,144;0,144;0,144;0,144;2.400;346
2009-09-21;0,18;0,18;0,18;0,18;500;90
2009-09-18;0,18;0,18;0,18;0,18;4.500;810
2009-09-17;0,15;0,15;0,15;0,15;3.000;450
2009-09-16;0,16;0,16;0,145;0,15;14.250;2.138
2009-09-15;0,155;0,16;0,133;0,16;5.760;922
2009-09-14;0,155;0,155;0,155;0,155;599;93
2009-09-11;0,14;0,14;0,14;0,14;100;14
2009-09-10;0,13;0,13;0,125;0,125;10.770;1.346
2009-09-09;0,16;0,16;0,16;0,16;10.000;1.600
2009-09-08;0,121;0,156;0,121;0,125;4.487;561
