Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2020-02-28;35,03;35,48;33,89;34,49;4.420.674;153.240.118
2020-02-27;37,06;37,60;36,12;36,16;3.699.485;135.415.569
2020-02-26;38,06;38,58;37,03;37,95;2.579.980;97.722.705
2020-02-25;39,00;39,10;38,25;38,41;1.752.896;67.669.324
2020-02-24;38,62;38,95;38,06;38,67;2.382.301;91.799.259
2020-02-21;41,14;41,14;39,70;39,96;2.796.238;112.083.032
2020-02-20;40,44;41,54;39,80;41,18;2.086.385;85.571.384
2020-02-19;39,76;41,10;39,64;40,61;2.828.252;114.704.008
2020-02-18;39,28;39,56;39,01;39,45;1.849.071;72.755.368
2020-02-17;39,23;39,72;39,20;39,48;895.321;35.331.712
2020-02-14;39,00;39,39;38,97;39,10;962.520;37.718.200
2020-02-13;39,12;39,46;38,51;38,94;1.097.703;42.705.496
2020-02-12;38,86;39,62;38,69;39,27;1.239.081;48.724.736
2020-02-11;38,21;38,92;37,95;38,82;1.429.366;55.185.528
2020-02-10;38,00;38,24;37,80;37,95;1.139.189;43.263.104
2020-02-07;39,15;39,26;37,86;38,15;1.468.808;56.219.048
2020-02-06;39,15;39,68;38,59;38,62;1.570.112;61.272.064
2020-02-05;38,53;38,71;38,34;38,71;2.362.477;91.141.696
2020-02-04;38,00;38,81;37,97;38,48;1.533.255;58.973.272
2020-02-03;38,10;38,33;37,44;37,72;1.679.443;63.416.196
2020-01-31;39,06;39,20;38,03;38,15;1.968.454;75.505.968
2020-01-30;39,19;39,73;38,89;39,04;1.513.996;59.329.732
2020-01-29;39,39;39,62;39,12;39,47;1.107.779;43.655.456
2020-01-28;38,90;39,36;38,49;39,33;1.364.527;53.301.936
2020-01-27;39,00;39,16;38,19;38,72;2.165.452;83.786.104
2020-01-24;40,26;40,63;39,69;39,76;1.254.336;50.178.600
2020-01-23;40,20;40,44;39,49;39,85;1.888.301;75.407.416
2020-01-22;42,50;42,83;40,48;40,50;2.470.698;101.696.664
2020-01-21;40,61;41,37;40,28;41,19;1.284.748;52.723.316
2020-01-20;40,94;41,11;40,44;40,83;1.048.842;42.770.308
2020-01-17;40,72;41,48;40,48;40,90;1.444.122;59.339.768
2020-01-16;40,16;40,81;39,94;40,59;1.151.743;46.661.580
2020-01-15;40,47;41,02;40,04;40,12;1.376.075;55.630.844
2020-01-14;40,62;41,02;40,27;40,50;1.202.786;48.864.964
2020-01-13;40,58;40,72;40,07;40,71;1.495.159;60.538.508
2020-01-10;41,21;41,44;40,64;40,64;1.361.157;55.698.880
2020-01-09;41,30;41,64;41,06;41,17;1.811.161;74.793.432
2020-01-08;40,24;41,03;39,94;40,83;1.891.549;77.046.328
2020-01-07;40,00;40,79;39,96;40,13;1.778.527;71.735.312
2020-01-06;41,00;41,00;39,17;39,89;3.648.523;145.104.720
2020-01-03;41,91;42,14;41,51;41,90;1.120.410;46.837.760
2020-01-02;41,50;42,61;41,50;42,18;1.238.476;52.390.504
2019-12-30;41,80;41,83;41,33;41,45;448.776;18.639.326
2019-12-27;41,88;42,44;41,71;41,82;535.642;22.479.962
2019-12-23;41,71;41,99;41,48;41,81;605.546;25.275.452
2019-12-20;41,76;42,20;41,76;41,77;2.754.367;115.331.136
2019-12-19;41,85;41,91;41,34;41,85;1.463.673;61.049.712
