Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2020-02-28;5,18;5,35;4,99;5,01;26.499;134.259
2020-02-27;5,50;5,59;5,15;5,27;45.940;246.297
2020-02-26;5,89;5,94;5,50;5,51;26.748;150.092
2020-02-25;5,71;5,89;5,61;5,80;18.618;107.542
2020-02-24;6,00;6,04;5,55;5,62;52.226;304.722
2020-02-21;6,26;6,37;6,20;6,23;41.929;264.295
2020-02-20;5,94;6,28;5,90;6,19;59.794;366.230
2020-02-19;5,88;6,03;5,84;5,93;51.737;307.009
2020-02-18;5,84;5,91;5,79;5,80;20.521;120.228
2020-02-17;5,72;5,93;5,72;5,79;30.696;179.643
2020-02-14;5,62;5,93;5,53;5,63;32.994;189.268
2020-02-13;5,59;5,63;5,50;5,54;8.286;46.149
2020-02-12;5,52;5,62;5,47;5,51;21.523;119.227
2020-02-11;5,88;5,88;5,54;5,59;31.554;181.766
2020-02-10;5,56;5,69;5,39;5,57;44.076;244.279
2020-02-07;5,47;5,64;5,39;5,62;15.774;87.157
2020-02-06;5,45;5,54;5,38;5,41;18.544;101.212
2020-02-05;5,39;5,50;5,30;5,41;46.606;252.280
2020-02-04;5,02;5,29;5,02;5,24;17.954;93.399
2020-02-03;5,11;5,12;5,04;5,07;13.020;66.072
2020-01-31;5,10;5,11;4,995;5,03;10.273;52.057
2020-01-30;5,27;5,27;4,99;4,99;34.704;176.328
2020-01-29;5,21;5,28;5,16;5,17;12.214;63.734
2020-01-28;5,21;5,24;5,16;5,21;6.623;34.418
2020-01-27;5,15;5,33;5,15;5,25;10.469;54.938
2020-01-24;5,21;5,29;5,14;5,28;6.519;34.212
2020-01-23;5,20;5,31;5,11;5,18;31.662;164.733
2020-01-22;5,36;5,50;5,30;5,37;25.014;136.248
2020-01-21;5,33;5,66;5,27;5,38;55.670;304.090
2020-01-20;5,20;5,37;5,10;5,37;12.138;63.631
2020-01-17;5,13;5,30;5,09;5,10;9.292;48.589
2020-01-16;5,34;5,34;5,07;5,09;22.055;114.328
2020-01-15;5,28;5,31;5,22;5,26;8.448;44.536
2020-01-14;5,30;5,30;5,14;5,18;15.877;82.990
2020-01-13;5,36;5,46;5,18;5,20;23.595;125.556
2020-01-10;5,06;5,30;5,06;5,23;9.615;49.893
2020-01-09;5,24;5,31;5,06;5,09;19.054;98.910
2020-01-08;5,11;5,16;5,04;5,16;10.004;51.114
2020-01-07;5,25;5,34;4,99;5,00;20.422;105.581
2020-01-06;5,40;5,40;5,21;5,21;19.578;104.064
2020-01-03;5,70;5,70;5,36;5,40;20.536;113.042
2020-01-02;5,38;5,70;5,25;5,65;22.901;126.106
2019-12-30;5,04;5,50;4,965;5,34;32.154;169.202
2019-12-27;4,865;5,10;4,865;5,04;41.659;206.713
2019-12-23;4,95;4,95;4,88;4,93;7.135;34.870
2019-12-20;4,905;4,95;4,88;4,89;16.417;80.555
2019-12-19;4,915;4,95;4,90;4,90;7.071;34.805
2019-12-18;4,90;4,925;4,90;4,925;4.049;19.912
2019-12-17;4,815;5,01;4,815;4,935;26.859;132.678
2019-12-16;4,805;4,95;4,805;4,84;9.232;45.039
2019-12-13;4,995;5,00;4,815;4,815;37.864;186.177
2019-12-12;4,99;5,00;4,955;4,98;13.348;66.575
2019-12-11;4,995;5,00;4,95;4,97;19.074;95.243
2019-12-10;5,01;5,07;4,97;5,00;73.532;367.894
2019-12-09;4,98;5,04;4,95;4,97;22.113;110.537
2019-12-06;5,02;5,07;4,96;4,98;3.210;16.035
2019-12-05;5,23;5,23;4,98;5,01;28.546;144.184
2019-12-04;5,07;5,16;5,04;5,12;3.644;18.532
2019-12-03;5,19;5,22;4,98;5,02;8.669;43.993
2019-12-02;5,39;5,50;5,10;5,16;37.234;199.634
2019-11-29;5,36;5,45;5,20;5,29;21.212;113.040
2019-11-28;5,12;5,26;5,08;5,26;25.506;131.755
2019-11-27;4,905;5,08;4,905;5,05;17.655;88.754
2019-11-26;4,96;5,07;4,88;4,96;232.064;1.150.400
2019-11-25;5,08;5,08;4,96;4,96;15.180;75.923
2019-11-22;4,96;5,06;4,96;5,01;19.904;99.502
