Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2016-10-05;0,101;0,101;0,073;0,077;39.610;3.611
2016-10-04;0,127;0,128;0,127;0,128;6.806;867
2016-09-30;0,139;0,139;0,091;0,091;6.572;707
2016-09-29;0,10;0,11;0,10;0,11;7.250;731
2016-09-28;0,09;0,10;0,09;0,10;20.692;2.047
2016-09-27;0,11;0,11;0,10;0,11;2.400;260
2016-09-26;0,091;0,091;0,091;0,091;1.000;91
2016-09-20;0,091;0,091;0,091;0,091;360;33
2016-09-15;0,149;0,149;0,149;0,149;4.793;714
2016-09-13;0,135;0,135;0,135;0,135;2.600;351
2016-09-12;0,10;0,115;0,10;0,115;11.458;1.213
2016-09-09;0,125;0,125;0,125;0,125;3.000;375
2016-09-08;0,09;0,13;0,09;0,13;68.720;7.767
2016-09-07;0,104;0,104;0,104;0,104;1.000;104
2016-09-06;0,115;0,115;0,115;0,115;2.000;230
2016-09-05;0,13;0,13;0,098;0,099;20.447;2.274
2016-09-02;0,169;0,169;0,14;0,14;6.379;915
2016-09-01;0,178;0,178;0,145;0,176;17.263;2.944
2016-08-31;0,232;0,232;0,185;0,185;34.967;7.223
2016-08-29;0,231;0,231;0,231;0,231;4.105;948
2016-08-26;0,27;0,27;0,27;0,27;4.000;1.080
2016-08-24;0,276;0,276;0,276;0,276;2.500;690
2016-08-22;0,222;0,222;0,222;0,222;3.000;666
2016-08-18;0,23;0,27;0,23;0,27;8.100;2.086
2016-08-17;0,238;0,238;0,238;0,238;500;119
2016-08-16;0,203;0,203;0,203;0,203;4.451;904
2016-08-15;0,239;0,24;0,192;0,192;9.251;2.054
2016-08-12;0,28;0,28;0,205;0,205;20.145;4.323
2016-08-11;0,291;0,36;0,236;0,27;47.426;13.597
2016-08-10;0,30;0,30;0,30;0,30;12.987;3.896
2016-08-09;0,24;0,255;0,23;0,255;6.251;1.510
2016-08-08;0,25;0,25;0,25;0,25;300;75
2016-08-03;0,255;0,255;0,24;0,241;11.392;2.774
2016-08-02;0,17;0,245;0,10;0,24;11.899;2.488
2016-08-01;0,30;0,30;0,22;0,22;32.777;7.989
2016-07-25;0,34;0,34;0,34;0,34;100;34
2016-07-22;0,32;0,32;0,32;0,32;3.000;960
2016-07-20;0,34;0,34;0,34;0,34;1.615;549
2016-07-18;0,34;0,34;0,34;0,34;10;3
2016-07-11;0,34;0,34;0,34;0,34;100;34
2016-07-05;0,355;0,405;0,34;0,34;14.111;4.835
2016-07-04;0,445;0,445;0,32;0,32;25.000;9.047
2016-07-01;0,435;0,435;0,431;0,431;152;66
2016-06-30;0,375;0,40;0,375;0,40;4.800;1.870
2016-06-29;0,35;0,35;0,35;0,35;5.000;1.750
2016-06-09;0,40;0,40;0,40;0,40;1.831;732
2016-06-08;0,409;0,41;0,409;0,41;4.169;1.706
2016-06-06;0,43;0,448;0,416;0,416;7.532;3.253
2016-05-27;0,421;0,449;0,42;0,449;16.077;6.827
2016-05-25;0,449;0,449;0,449;0,449;12.500;5.613
2016-05-24;0,41;0,41;0,41;0,41;15;6
2016-05-23;0,37;0,38;0,37;0,38;7.102;2.646
2016-05-20;0,37;0,37;0,37;0,37;5.000;1.850
2016-05-05;0,432;0,432;0,432;0,432;200;86
2016-05-02;0,401;0,401;0,401;0,401;3.000;1.203
2016-04-29;0,449;0,449;0,401;0,401;4.005;1.628
2016-04-27;0,449;0,449;0,449;0,449;8.069;3.623
2016-04-26;0,395;0,449;0,395;0,395;2.200;897
2016-04-25;0,40;0,415;0,40;0,415;8.469;3.466
2016-04-22;0,41;0,44;0,41;0,44;2.000;850
2016-04-19;0,42;0,449;0,42;0,449;5.100;2.201
2016-04-18;0,372;0,42;0,372;0,42;12.100;4.855
2016-04-13;0,414;0,42;0,414;0,42;5.850;2.423
2016-04-11;0,412;0,412;0,412;0,412;7.640;3.148
2016-04-07;0,42;0,42;0,42;0,42;15.000;6.300
2016-04-06;0,419;0,419;0,419;0,419;2.000;838
2016-04-05;0,423;0,423;0,423;0,423;2.700;1.142
2016-04-04;0,375;0,40;0,37;0,40;17.000;6.462
2016-03-31;0,35;0,35;0,35;0,35;7.755;2.714
2016-03-30;0,35;0,35;0,35;0,35;5.000;1.750
2016-03-23;0,37;0,37;0,37;0,37;9.032;3.342
2016-03-22;0,38;0,391;0,37;0,37;14.968;5.640
2016-03-15;0,397;0,397;0,397;0,397;8.200;3.255
2016-03-11;0,398;0,398;0,398;0,398;9.888;3.935
2016-03-08;0,399;0,399;0,399;0,399;897;358
2016-03-07;0,352;0,385;0,352;0,352;13.361;4.914
2016-03-04;0,31;0,351;0,31;0,345;17.840;5.973
2016-03-03;0,301;0,301;0,301;0,301;2.200;662
2016-02-26;0,27;0,325;0,27;0,325;4.328;1.358
2016-02-25;0,305;0,34;0,27;0,27;11.241;3.119
2016-02-24;0,35;0,35;0,25;0,27;11.000;3.094
2016-02-23;0,399;0,399;0,33;0,33;12.667;4.460
2016-02-22;0,381;0,381;0,381;0,381;4.335;1.690
2016-02-17;0,299;0,478;0,299;0,478;65.288;25.040
2016-02-16;0,26;0,32;0,20;0,32;119.589;27.027
2016-02-15;0,261;0,261;0,259;0,26;117.662;30.592
2016-02-12;0,309;0,309;0,30;0,30;3.000;905
2016-02-11;0,29;0,30;0,289;0,30;32.731;9.497
2016-02-04;0,365;0,365;0,365;0,365;2.425;885
2016-02-02;0,33;0,366;0,33;0,366;10.300;3.584
2016-02-01;0,331;0,331;0,32;0,33;15.985;5.227
2016-01-29;0,367;0,40;0,367;0,368;86.651;32.044
2016-01-28;0,369;0,369;0,367;0,367;8.900;3.275
2016-01-27;0,369;0,369;0,369;0,369;192;71
2016-01-25;0,33;0,359;0,33;0,359;1.600;557
2016-01-22;0,332;0,354;0,33;0,354;10.500;3.488
2016-01-20;0,331;0,331;0,331;0,331;1.680;556
2016-01-19;0,367;0,367;0,367;0,367;1.000;367
2016-01-18;0,357;0,357;0,357;0,357;2.000;714
2016-01-15;0,38;0,405;0,351;0,397;32.621;12.136
2016-01-14;0,38;0,38;0,38;0,38;3.030;1.151
2016-01-13;0,375;0,38;0,375;0,38;3.120;1.176
2016-01-12;0,382;0,382;0,369;0,37;52.692;19.581
2016-01-08;0,418;0,419;0,381;0,381;21.627;8.751
2016-01-07;0,421;0,421;0,419;0,419;6.000;2.524
2016-01-06;0,44;0,475;0,44;0,45;23.803;10.754
